"contenido","cantidad"
"Buenas noches Juan Cruz!  Te puedo dejar las consideraciones del segundo parcial tomado en el curso de los martes, junto con su enunciado https://drive.google.com/drive/folders/1ddtBnBCBCq17pQVRDnYvN3s4t381PQdC?usp=sharing

Recordá que les recomendamos estudiar de finales, ya que tienen clases de consultas grabadas para poder corroborar sus propuestas","2"
"Hola Cami! Todas las annotations no, pero sí la mayoría están en https://docs.google.com/document/d/1SoBag_7CIZiEwGdz7V6ArQUF7T1mjOv86y0BWvFJcqo/edit?usp=sharing. Además, tiene links y bibliografía de referencia 😄","2"
"El 1 significa que ""Habitante"" pertenece únicamente a UNA vivienda. Una vivienda tiene MUCHOS habitantes, pero cada habitantes solamente puede estar en UNA vivienda. No hace falta que lo especifiques (lo podes quitar en el panel de configuración de la relación cuando la cliqueas)","2"
"igualmente!","2"
"GRACIAS","2"
"pero la conexión por lo menos con el servicio externo tiene que estar representada. No hay de qué, para eso estamos 🙂","2"
"Mil disculpas!","2"
"lo mando porque la verdad no sabemos bien a que apunta la pregunta. Podria ser verdadero porque los atributos de calidad hacen referencia al grado de satisfaccion de los requerimientos funcionales. Podria ser falso porque la relacion esta al reves. 
O tambien un poco mas rebuscado, es porque son los requerimientos **no funcionales** los que referencian atributos de calidad","2"
"y el pom se genero solo","2"
"Buen día <@568635320258658315>! Si te fijas en los Diagramas de Despliegue dados en clase, utilizamos dos tipos de Elementos Nodo y Componente, por un tema de Simplicidad, ya que UML tiene varias variantes (artifact, devoce, etc.) pero complejiza la comunicanicón. Hay una presentación de clase que presenta el uso y da ejemplos. El Nodo es el Cubo y el Componente se grafica con un rectángulo grande con dos rectángulos más pequeños. Algo que si incorporamos es graficar la interfaz de quién expone y quién consume, que se grafica  ---O )---, de esta manera.
Algo importante es que la conexión que nosotros comunicamos es entre Componentes. 
Los componentes externos no hace hace falta graficar el Nodo dónde se ejecuta. 
Se puede realizar una línea de puntos para separar nuestro sistema y lo externo.
El Lunes estaremos disponibles para responder las dudas que surjan!","2"
"Sí, podes tener dos persistence.xml. Uno en la carpeta main y otro en la carpeta de tests y cambiar el motor","2"
"Buenas, buscamos al grupo 43, somos del 25. No se si este es el chat para eso","2"
"Buenas! Estaba resolviendo un ejercicio de persistencia, y algunas de mis entidades tienen id, pero en String (y otras no tienen), yo soy partidaria del id numérico auto-incremental. Puedo ponerlo igual y ese ponerlo como algo ""extra"" (más de BI)","2"
"Buenas noches <@699097686959194303> lo vamos a estar conversando el miércoles en la clase de consulta de Final, si querés sumate y conversamos todas las dudas!","2"
"<@1219766711415209984> por algun motivo, la carpeta que tenia de test, perdió el color verde y cuando quiero hacer Mark Directory as... solo me aparece Excluded","2"
"Dejo el link de la clase, revisaremos el último final. Está centrada para estudiante que rinden el final, pero se pueden sumar.

Tema: Cátedra de Diseño de Sistemas - Clase de Consulta Final 12/2/25
Hora: 12 feb 2025 07:00 p. m. Buenos Aires, Georgetown
Únase a la reunión de Zoom
https://utn.zoom.us/j/95492306932?pwd=sAbCfRXIB6P4gw9cNMgTs9r2w6qTpt.1

ID de reunión: 954 9230 6932
Código de acceso: utn2025","2"
"Si.","2"
"Debería haber creado un hilo y no me di","2"
"Los siniestros son del vehículo, lo que necesitas por el enunciado es el total, la forma más simple es tener algún atributos que tenga ese valor.","2"
"Claro, ahi me quedó mas claro. Muchas gracias!","2"
"Fijate que <@334093637367365641> compartió su resolución ayer, por si quieren comparar entre ustedes 🙂","2"
"buenas, https://utn.zoom.us/j/99188484632?pwd=ZGkxbi9ZNkx4bXhGZVBYVUduSnpzQT09","2"
"Hola Gustavo! Me meto nomás para decir que si usas Notepad ++ en vez del Notepad normal, podés hacer eso de dejar el archivo abierto porque te aparece un cartel que dice que otro proceso lo modificó 😄","2"
"Buenas tardes Milagros! En principio las asignaciones no se van a modificar. Si tenes alguna situación particular, nos podes contactar por privado y lo conversamos!","2"
"Buenas! Guiense por el cronograma, porque lo que dice la consigna puede variar según el curso. En este caso, el 10/09 se evalúa la entrega **5** (Persistencia & Servicio), pero se evalúa también la entrega **4** (Maquetado) 😄","2"
"Me sumo a la consulta, en esos casos también imagine que debian ser sincronicas","2"
"Ahí te está preguntando directamente si los requerimientos funcionales refieren a atributos de calidad, entonces sería la última opción que mencionás, porque los requerimientos **no funcionales** son los que detallan cómo realiza las funciones el Sistema, entonces ahí podrías meter requerimientos asociados a un atributo de calidad. Ejemplo: Ante una caída del sistema, debe recuperarse en no menos de 5 minutos.","2"
"<@698955355899691039>  buenas noches! 
Las tres alternativas son viables por empezar. Conversamos sobre estas cuestiones cuando hablamos sobre Clientes Pesados y Livianos.
- La aplicación Nativa genera la necesidad de tener un desarrollo por cada sistema operativo. Si pensamos en cuestiones de mantenibilidad, si surge algún nuevo requerimiento o tenemos que realizar alguna modificación evolutiva o perfectiva, tendríamos que tocar N veces el código (1 vez por cada sistema operativo, o sea 1 vez por cada proyecto). La contraparte es que hablando respecto a performance, le gana a cualquier cosa pues tiene la capacidad de utilizar al 100% todos los recursos del teléfono, y de la forma más óptima posible.
- La aplicación híbrida con cliente liviano refiere a una ""falsa app nativa"", generada con tecnologías web tradicionales. En ese sentido, sería una ""webView"", es decir una ""app"" instalada en el teléfono que al abrirla abre un navegador web como para brindarte la experiencia de que tenes una app nativa instalada. ¿Desventaja? Si te quedas sin conexión a internet, bye (entre otras). Respecto a mantenibilidad es mejor que la anterior, pues solamente tocamos una vez las cosas y los cambios se ven reflejados en todos los teléfonos.
- La aplicación híbrida cliente pesado refiere a una ""web"" armada con alguna tecnología que contenga la capa y lógica de visualización del lado del cliente, como Angular, Vue, React, React Native, etc.  En este caso, al instalar la app resulta muy ""similar"" a una app 100% nativa, sólo que en cuestiones de performance  va un poco más abajo que la nativa real. A nivel de manteninibilidad, comparando contra la nativa, es mejor. ¿Por qué? Porque el mismo proyecto de Angular/React Native/etc. puede utilizarse para cualquier SO de teléfono, lo que implica que los cambios se deban hacer una sola vez.","2"
"Háblame por privado que te ayudo","2"
"Hola Matías! Si te parece estas dudas te las podemos contestar en la clase de consulta de hoy 🙂","2"
"Ya está, reinicié el IDE y funcionó. Se ve que instalé mvn con el IDE abierto, mala mía. Muchas gracias!","2"
"Vi tutorial de GitHub desktop. Me cree un repositorio de GitHub en la web, copié el link de la clonacion, fui a GitHub desktop --> Clone Repository y lo cloné, me creó una carpeta con el nombre de mi repo dentro de mi carpeta de GitHub (en la carpeta de Documentos).
Desde Intellij IDEA, fui a Open y seleccione la carpeta del nombre de mi repo","2"
"Tenemos el siguiente problema
Intentamos de todo pero no encontramos solución","2"
"Asi mismo tambien todos los años vamos incorporando temas","2"
"Buenas noches <@694892987666268170> cuando es una ruta es simplemente un VARCHAR a la ubicación del archivo.","2"
"Buenas noches, releyendo todo... yo tengo el mismo error. No puedo solucionarlo","2"
"Dale, perfecto!","2"
"Hola Juani! Deberían poder resolverlo","2"
"Buenos días Bruno, cómo estás? No, este no es el canal indicado pues este es general para la cursada Martes + Miércoles. Tenes que escribir en el canal de consultas de tu curso!","2"
"Buenas! 
En líneas generales viene bien 💪🏻
Consideraciones del diagrama:
- El participante conoce muchos participantes, pero a la vez conoce su referente. Faltaría una flecha de asociación simple dirigida! 
- El Calculador de probabilidades podría tener diferentes ""estrategias"" de cálculo y que no esté todo en una única clase. A su vez, no se llega a leer qué atributos tiene el Calculador. Preferible que sea stateless, te recomendamos revisar eso😅
- Universidad/ Regional deberían estar como clases concretas por cuestión de consistencia de datos.
- No me queda claro cómo distinguís entre un referido que acepta y no, pues uno de los requerimientos es guardar trazabilidad de los referidos (fecha invitación, fecha aceptación... algo asi)

Si alguien quiere sumar algo, bienvenido!","2"
"Sumo a lo de <@801796163367469106>.

https://www.freecodecamp.org/news/method-overloading-and-overriding-in-java/","2"
"Buenas! ¿Qué error te aparece?","2"
"No hay problema! Genial","2"
"Una recomendación que les podemos dar es que traten de hacerlo lo más simple posible!","2"
"@everyone

¡Buenos días!🤗

¿Cómo están? En vista de que se aproxima el Primer Parcial, queríamos dejarles tal como comentamos en las clases una encuesta para definir qué día haríamos la clase de consulta para el examen.

Esta clase de consulta la realizaremos para ambos cursos (Martes y Miércoles) a la vez, se realizará en forma virtual y se enfocará únicamente en consultas que provengan de ustedes. Pueden ser enviadas previamente, pero no es obligatorio.

**Les pedimos que voten a la brevedad, así para el día miércoles 10 tenemos la fecha definida.**

¡Que tengan buena semana y buen cierre de cuatrimestre!💪🏻","2"
"Buenas! 
Les pasamos el link para revisar el final del sábado pasado. Tengamos en cuenta que la prioridad es que quienes rinden final este sábado puedan consultar todo lo referido a ese final en particular🙌🏽

Tema: Catedra Diseño de Sistemas - Clase de Consulta 20/2/2025
Hora: 20 feb 2025 07:30 p. m. Buenos Aires, Georgetown
Únase a la reunión de Zoom
https://utn.zoom.us/j/98060512857?pwd=EWyKG4rVDbCC5xutccLdVORAyYU2zu.1

ID de reunión: 980 6051 2857
Código de acceso: utn2025","2"
"Buenas como están, en la lista de alumnos mi mail se encuentra asignado a otro alumno","2"
"A nostros nos paso y era por los test, poniendo un flag para que no compile tests anduvo","2"
"Nono, diagrama de clases no! El modelo de datos (DER pero con los detalles de claves primarias / foráneas/ relaciones)","2"
"Preguntas comunitarias","2"
"Si Lucas, la subiremos luego al Drive! Gracias por el aviso!","2"
"Hola! Sí, cuando tengan asignado su número de grupo van a tener un chat y un canal de voz por grupo.","2"
"<@830646287116402739> Buenas! Paso a contestarte. 

1. Simultáneamente, no, pero existe una forma de reaccionar que involucra a cualquier otra!
2. Claro, es una configuración propia de cada viaje.","2"
"Hola! Sii, los seminarios de API los tenía en cuenta pero más que todo, basándome en la ppt de esa clase, estaba buscando repasar las explicaciones de la primer parte de la clase: arquitectura de software (niveles, características, entradas, etc) y modelo en capas. Creo que el resto de los temas se cubren bien en el seminario, pero sobre eso creo no haber visto mucho, por eso capaz con una clase grabada ya estaba todo","2"
"@everyone alguien se olvidó este vaso ayer! Me avisa y coordinamos!","2"
"Bueno, ahí hay un tema con cómo armaste la clase Materia. Fíjate lo que dice el error: esperaba un String, pero vos le mandaste un array de Materia. Acomodá la clase Materia para que acepte el array de Materia","2"
"<@253979464139145216> <@695038285679951963> Si no me equivoco a nuestro grupo nos tocó corregirlos a ustedes. Si después me puede pasar alguno de los dos el repo al privado joya 💛","2"
"Buenas! Que problemas estas teniendo? Estas usando IntelliJ?","2"
"Pero se ve así","2"
"Muchas gracias","2"
"Me la aceptaron igual","2"
"Creo que por eso me voy a tirar por tablas de perfiles separadas","2"
"muchas gracias, ahi pude","2"
"Gonza, ¿vos qué pondrías? 😄","2"
"O como deberia hacer para integrarme con los sitemas de gestionAcademica y gestion de estudiantes mediante una api restr","2"
"Iván, buenas! Por un lado está ""Alerta"", que podría llevar un nombre como ""Alerta de gastos hormigas"". Por el otro están las categorías, como ""Kiosko"", ""Delivery"", etc. 
Una alerta puede tener muchas categorías, y viceversa. 
Un usuario puede tener asociada una o varias alertas, y cada alerta puede estar sociada a varios usuarios (M - M entre user - category).
En esa tabla intermedia, que podríamos llamar ""alerta_personal"", tendríamos fk a user y fk a alerta; ahí mismo podríamos tener el ""umbral"".","2"
"Buenas tardes, les quería consultar si hay algún material de lo que van a dar hoy disponible porque estoy con un cuadro febril y no voy a poder asistir a la clase. Gracias!","2"
"no me aparece para marcar esa carpeta para testing","2"
"Buenas, estabas teniendo problemas con el override de este método. En la interfaz solo tiene el argumento colaborador y tenemos entendido que el override te permite cambiar la cantidad de argumentos que recibe la clase que implementa la interfaz.","2"
"Me refería más a buscar un grupo, yo no tengo","2"
"Ok, gracias!","2"
"Hola buenas, quería consultarles si de casualidad nos podrían pasar enunciados de segundos parciales para practicar (como la carpeta de driver que había en el primer cuatri)","2"
"Asi estan los test:","2"
"Buenas tardes Eze, perfecto, muchas gracias!","2"
"Individual la idea es que puedan poner a punto el entorno de trabajo y hagan un primer ejercicio","2"
"La  consistencia eventual estarían como implícita o digamos embebida dentro de robustez o confiabilidad","2"
"Hola Bren! Tenes dos secciones referidas a Modelo de Datos y Persistencia. 

La primera es para realizar el modelo de datos del enunciado. 

La segunda es para persistir con las anotaciones de Java un enunciado y generar el modelo de datos resultante en base al diagrama de clases. 

Son dos diferentes! Esa era tu pregunta?🙂","2"
"Lucas, Ezequiel gracias por la ayuda Ya pude crear el proyecto, voy siguiendo el seminario de a poco. Me siento atrasada ya.. pero voy avanzando con pasos firmes.","2"
"Si! pero fijate que me diste acceso al grupo 09 del martes y grupo 01 del miercoles que no me corresponden","2"
"Considero que las organizaciones deberían ser una tabla separada porque tienen un rol muy distinto en el sistema y no tienen ningún atributo en común","2"
"sisi","2"
"No hay problema, ya me pude sumar. Gracias!","2"
"Buenas tardes Gonzalo! Claro, luego de crear el repo, te lo clonas y copias y pegas toda tu estructura de carpetas inicial y listo!","2"
"perfecto, muchas gracias","2"
"Si, ya estoy en el grupo","2"
"buenas, estaba intentando instalar el maven y me sale esto. Todo lo de las variables de entorno ya lo hice, a lo mejor es la direccion a la que hace referencia java_home, pero no tengo otra cosa.","2"
"Genial, clarisimo, muchas gracias","2"
"Ahhh okey, despues voy a buscar un poco mas de info sobre eso","2"
"Hola buenass, queria consultar si estaria bien delegarle a los DTOs la logica de valida y castear lo que llega en el context, ya sea agregandole logica a los seters o de alguna otra forma","2"
"Debería haber creado un hilo y no me di cuenta😶 si pueden cuando escuchen esto si necesitan repreguntar creenlo 🙂","2"
"Por eso el error que terminaba burbujeando era el de ""AbstractList.add""","2"
"Te mande el examen por mensaje directo cualquier duda preguntam","2"
"Acá tenes para entretenerte: https://www.baeldung.com/java-collections 👍","2"
"Buenas. Buscas alguna en particular? Todas están subidas al drive del curso","2"
"Buen día <@626556902431784971>, 9/9.30hs. Le vamos a estar enviando información a la brevedad!","2"
"La trazabilidad perce  puede ser muchas cosas dependiendo el contexto en si … puede ser req funcional / restrccion / regla de negocio y hasta req no funcional de conformidad  (para no quemarte la cabeza con eso me inclinaria a decir sali de ahi maravilla)","2"
"Buenas! Sí, no hay esa distinción en este caso 😃","2"
"Que queres agregarle y para que?","2"
"Perfecto, gracias","2"
"Yo también me sumo al pedido, ya que estoy sin grupo.","2"
"Buenas! Si! Los seminarios quedan grabados","2"
"Genial Nico entonces me guío con los finales y los ejercicios que hayamos resuelto en clase. De todas formas estaría genial si en algún momento pueden subir algún parcial de años anteriores para chusmearlo","2"
"perdon la tardanza! <@831979058865897533> ahi deberia aparecerte la invitacion","2"
"Fue muy buena pregunta","2"
"Buenas! No, no es posible.","2"
"cuando hice mi proyecto, habia seleccionado esto","2"
"No hay problema! Oficio, A3 (mejor) porque al doblar la hoja queda una A4.","2"
"tal vez es una pregunta re simple pero, por algun motivo no me está dejando crear una Lista en este nuevo proyecto que hice. Ya sé que es porque no tiene la dependencia de java, pero lo que me da un poco de miedo es que, poniendo esta dependencia, sigue sin reconocer la Lista","2"
"Gonza, voy en orden:
- Claro, vi que usaste ese campo pero: quién da de alta esa organización? Quién setea ese campo? La organización debe autoregistrarse ella misma y el sistema debe saber, de antemano, si esa organización va a estar exenta o no. 

- La organización puede decidir qué acciones asociarles a todos sus vinculantes. Imagínate que vos te vinculas con una organización y cuando haces eso se te ejecutan una serie de acciones que la organización configuró (te envían un email, etc.).

- Claro, habría que generar esa entidad y relacionarla con Organización y con Participantes. Una organización puede participar en varios Eventos, y un participante puede asistir a varios eventos y estar interesados en varias organizaciones que participan en esos eventos","2"
"Muchas gracias Lucas!","2"
"Juan buenas! El cliente reporta el incidente a la aplicación de SafeDrive y de ahí el componente determina en qué estado queda el siniestro.","2"
"dale, gracias ezee","2"
"Ya me funciona, desinstalé el intellIj que tenía e instalé la última versión. Muchas graciass!","2"
"Buenas! Si, estuve ocupado y por eso no te respondi, ahora te contacto. Saludos!","2"
"Si! Muchas gracias Lucas","2"
"Si, en local también se queda cargando","2"
"l","2"
"buenas! Claro, convertirías Interesado en abstracta y optas por mapear con alguna estrategia de mapeo vista","2"
"creo que hoy es entrega de tp y la prox en medrano","2"
"Hola Facu! Respecto al mensaje de alerta, eso lo podes dejar que sea un mensaje predeterminado de ""Tu cuidado podría estar en peligro"" y listo porque no se menciona nada en el enunciado. 
1.2 respecto a esto, mi planteo iba más por el lado de que como es modificable a lo largo del tiempo, la configuración de hoy del usuario puede ser distinta a la de un viaje que hizo la semana pasada. Se entiende?","2"
"Buenas! listo el cambio de grupo, confirmame si podes ver los cambios!","2"
"Tenes razon, me decanto entonces por usar una sola tabla en estos casos","2"
"A la orden, va otra pero de quisquilloso nomás, ya que es un apunte lindo y útil. P.17 última oración, falta un ""que"" al principio entre ""para"" y ""el""","2"
"@everyone Buenas tardes! Tienen una última media hora para votar🙂","2"
"Buenas! Sin ver el código, pero viendo el error, entiendo que estas queriendo agregarle un elemento a una colección que no esta inicializada. Si revisas el trace, podes ver que esto te esta pasando en la linea 28 de la clase Materia, mas específicamente en el metodo agregarCorrelativas().","2"
"Buenas Juan Cruz! 
Cuenta solamente la oportunidad para las partes que recuperas. Tené en cuenta que tenes  en total 5 fechas, no vaya a ser cosa que te quedes sin fechas para poder recuperar de ser necesario!","2"
"hola eze, ya intente reiniciar intelli j , cerrar y abrir el proyecto o crear otro nuevo","2"
"Buenas Luciano! Podrás mandar captura de cómo tenes definida las variables de entorno ? Deberías tenerlas dentro de PATH, quizá este link pueda ayudar: 
 https://www.aprenderaprogramar.com/index.php?option=com_content&view=article&id=389:configurar-java-en-windows-variables-de-entorno-javahome-y-path-cu00610b&catid=68&Itemid=188","2"
"Buenas, en los dominios donde se pida dirección lo correcto sería que esté normalizada, más allá de un varchar. Para ese final Matías mandó su modelo de datos más arriba. En otros finales como Lentti podrías tener normalizada también la provincia, por ejemplo.","2"
"Resuelto <@769703285153464321>! Gracias por el comentario!","2"
"Buenas tardes Ivan!

1. El ""*"" acompaña a las colecciones, lo cual se puede indicar en las relaciones de asociación, agregación y/o composición. Simplemente dibujas el asterísco en cualquiera de ellas y listo!

2. No necesariamente tenes que especificar la cantidad que hay involucrada (cardinalidad/modalidad). Pueden simplemente poner el "" * "" y listo.","2"
"Hola Gonza! Lo ideal siempre sería llegar a representar lo máximo posible. En este caso, podrías representar las estrategias de exportación (PDF, ...), colocarles de atributo la interfaz Adapter y ""saltearte"" la implementación concreta de la interfaz pues no la conocés en este caso. También sirve si lo queres dejar por escrito 🙂","2"
"Buenas noches <@499815166884577282> es correcto lo que comentás respecto a la CDN, que no resuelve. Se debería considerar una persistencia local con los juegos. Si uno va un paso más, podrías considerar alguna estrategia para que no se pueda copiar el juego, utilizando algún mecanismo de validación/encriptación local.","2"
"Buenas <@411205902645854208> <@1077964154251530312>  con <@597277810486411274> nos toco corregir su tp. Nos podrían mandar el link al repo por favor. Gracias..","2"
"Gonza, depende en realidad del modelo. En el caso de lo que preguntó Fede las dos tablas intermedias tienen sentido por separado x representar cosas  diferentes","2"
"claro hice esto","2"
"Por ahí me estoy haciendo mucho lio y tal vez copiando y pegando carpetas se hace todo mas facil, aunque no me animo a toquetear mucho porque sé el lío que se puede armar jajaj","2"
"Hola Martín! No, esos métodos no se ponen en el diagrama de clases. La idea del diagrama es que sea descriptivo, y como los getters y setters están siempre y no tienen lógica particular a esa clase, no se ponen","2"
"Buenas noches <@829040429398884423> también te invito el miércoles y conversamos todas estas dudas.","2"
"Tino! Te dejo una propuesta (también la subimos al aula): https://drive.google.com/file/d/1AfT3VmNo8oMStj1ZE7WgO7gtbK9hpLL1/view","2"
"Clarísimo, mil gracias!","2"
"Por lo pronto todos esos ejercicios podes persistirlos para practicar modelo de datos … ademas estan todos los finales de la carpeta publica de ahi podes observar los puntos de arquitectura tambien…","2"
"Paso a paso, sin prisa pero sin pausa! Si ya tenés el entorno andando y vas siguiendo la práctica, vas encaminada!","2"
"A perfecto muchas gracias","2"
"https://github.com/dds-utn/georef-api","2"
"1. Buenas <@499815166884577282>  Si te pide explícitamente que manejes en tu modelo el login al sistema, entonces los roles podrían tener una FK al usuario o embeberlo. Depende de la situación en ese caso. 

2. Sisi! 

El modelo de datos más tarde lo revisamos!","2"
"Ahora si lo entendí! Gracias!!","2"
"Si probamos con parámetros de memoria, y también tarda, probamos -Xms128m -Xmx256m, ahora vamos a probar con 512 y 1024","2"
"Hola, quería dejar por escrito la consulta sobre No repudio de Seguridad que no me quedó claro.","2"
"Sí, deberías tenerla! Pero al generar un proyecto con maven te da un pom de ejemplo, probá usando ese","2"
"Buenas! Lo pueden trabajar en conjunto, pero ambos deben subirlo por separado y ambos deben codearlo. La idea es que todos tengan instalado el ambiente de desarrollo en sus PCs","2"
"Buenas! Correcto.","2"
"Con el tipo de persona me refiero a persona humana y persona juridica.
El si aporta, si es promotor o si es interesado lo pense como informacion que se obtiene a traves de la relacion de la persona y sus aportes + la persona y los proyectos. 
La diferencia entre las columnas es que persona tiene telefono, mail y nacionalidad y los tipos de persona tienen algunas columnas propias diferentes, lo hice asi mas que nada porque como los aportes, el si es promotor, etc. no depende del tipo de la persona entonces puedo, por ejemplo, vincular a esos aportes a la tabla persona directamente.","2"
"DentalBA 2022","2"
"Hola! Como dijo Nico. En los documentos de las clases de repaso / práctica integradora dejamos algunas preguntas de Arquitectura que tienen que ver con el dominio. No es solo teoría sino también poder aplicar lo que vimos de Arquitectura en los distintos enunciados 🙂","2"
"Hola Nicolás! Cómo estás?

Es posible que en un diagrama de clases termines no aplicando ningún patrón de diseño, por supuesto! Lo que hacen los patrones de diseño es solucionar problemas comunes / bien conocidos. Sin embargo, si en un caso particular de dominio no le encontrás ventajas para aplicarlo, entonces es preferible no hacerlo. En el caso particular de ""Viajes Compartidos"" el proceso de identificación de relación entre usuarios implica conectarse a las API de las redes sociales, quizá ahí sí podrías aplicar uno que vimos en la cursada 😉","2"
"Hola buenas noches, estoy tratando de correr unos tests y me esta dando este error:","2"
"<@451714311908491267> como primera iteración no está mal! Primero encuentren las entidades, luego vean las relaciones y las responsabilidades. Luego hagan una segunda iteración viendo si pueden encontrar alguna abstracción más, que haga las clases más cohesivas. Pueden hacer ejemplos de objetos concretos (como una prueba de escritorio) para analizar si el modelo propuesto soporta el problema. Lo que necesites, estamos! El Diseño es un proceso creativo, iterativo e incremental!","2"
"Igual primero hacelo andar, después iteralo y mejoralo. En la cantidad de elementos que vas a tener no tendrás mucho impacto, sería distinto si la colección fuera más grande.","2"
"Dale Tomás! Si al menos te figura la","2"
"Martina, si es la parte de API REST te recomiendo mirar el Seminario Parte I (Teórico), Parte II (Práctica). 
https://utnddsba.contactin.bio/
¿O es más vinculado a otro tema?","2"
"Hola Gustavo! Perdón la demora! En tus justificaciones de diseño se podría agregar algún detalle más sobre las ventajas que proveen los patrones de diseño que usaste. En el hilo de ""Preguntas comunitarias"" charlamos un poco de eso.  De todas formas, las vemos bien! Lo importante ahí es que te midas con el tiempo a ver aproximadamente cuántas llegás a escribir, y que priorices las decisiones de las entidades más ""críticas"". 

Lo que me parece súper importante sobre todo es la distinción que hiciste entre la Solicitud y la Reserva. No es tan explícito pero podrías haber agregado que la reserva conozca a la solicitud o viceversa, para saber de dónde provino. La interfaz Contactable vs. Contacto podría ser un poco discutible, porque como está implementado pareciera que la interfaz responde a getters. Por otra parte, el TransmisorDeRecordatorios podría recibir por parámetro las reservas en vez de tenerlas como atributo. 

Eso a líneas muuuuy generales, buen trabajo! Cualquier cosa decinos 🙂","2"
"Hola! Sí, es correcto, quizá podes ver de agregar un radio o una dirección concreta como para especificar mss la ubicación. 

Y con distinguir solicitud de póliza de póliza me refería a que una cosa es solicitar la emisión de una póliza y otra cosa es que sea esta emitida. Son dos estados diferentes que podrías distinguirlos en dos entidades distintas.","2"
"Buen día Elias. Los tres puntos. Revisa el mensaje que dejamos en el canal <#1219817856288686086>","2"
"Buenas <@757767776159924335> ! Mi pregunta era si la implementación de simple-persistence-unit soporta usar archivos include.sql. Nuestra idea era que durante la inicialización podamos popular nuestra base de datos con unos valores default","2"
"Buenas Marcelo. Barbaro que lo hayas podido solucionar!

Paso un poco a explicarte que es lo que se ve en la imagen.

Todo eso en rojo que figura ahí, es básicamente el stacktrace de como se produjo el error. 
Si nos remontamos a un concepto que vimos en PdeP en Objetos, mas especificamente al concepto de ""method lookup"" podriamos leer el stacktrace de abajo para arriba, viendo por todos los metodos que pasó el error y donde se originó, especificamente te muestra como ""burbujeo"" el error.

No estoy muy seguro del error que tenías, pero asumo que si la recomendación del IDE era ""wrappear"" a la clase, entonces me suena a que el tipo de tu atributo/variable, era una List directamente o algo por el estilo.","2"
"Ahi lo paso a los chicos","2"
"Hola Matías, sí! dejamos el link:

Tema: Cátedra Diseño de Sistemas - Clase de Consulta
Hora: 26 feb 2025 07:30 p. m. Buenos Aires, Georgetown
Únase a la reunión de Zoom
https://utn.zoom.us/j/98035223765?pwd=n1Itw5EQEPbNHl2zMQwNqE4eiIHjVh.1

ID de reunión: 980 3522 3765
Código de acceso: utn2025","2"
"Prueben armar un mini proyecto con vista estática. Si eso les anda bien, sospecharía algo de conexión con la base de datos.","2"
"Buenas! Podés tomarlo como que son dos opciones configurables no excluyentes, sí! 🙂","2"
"Listas en columnas? No! En todo caso se transforman en relaciones de tipo OneToMany. Podes tener  valores desnormalizados que sean acumuladores.
Volviendo a la pregunta: creo que lo mejor podría ser generar tu State Stateful y mapear con estrategia de mapeo de herencia. Ubica en cada clase los atributos necesarios, olvidándote de persistencia; y luego de hacerlo ves como lo podes persistir","2"
"Hola <@334093637367365641> el cuaderno está en el Laboratorio de Sistemas - Medrano! Lo podés retirar cuando quieras!","2"
"Hola, casualmente tengo las mismas dudas !","2"
"Buenas! TCP/IP se utiliza, entre otros casos, para conectarse a la BD. Son dos protocolos que se utilizan en conjunto. 

En realidad no se utiliza http por encima de tcp/ip sino que HTTP es un protocolo a nivel aplicación, TCP es un protocolo a nivel transporte, IP es el protocolo a nivel Internet. (el link de IBM  que te paso abajo tiene un gráfico con esto)

HTTP (las versiones más antiguas) utiliza TCP para transportar los datos de forma confiable. 

Otros protocolos que podrían aparecer son MQTT (broker de mensajeria) , AMQP (colas de mensajería como RabbitMQ), SMTP (envío de correos)

https://www.fortinet.com/lat/resources/cyberglossary/tcp-ip

https://www.ibm.com/docs/es/aix/7.3?topic=protocol-tcpip-protocols","2"
"Buenas! Si lo pensás por el lado del equipo de trabajo la podrías descartar. Depende de como lo pienses, lo que importa ahí son los aspectos con que justifiques la alternativa elegida.","2"
"Buenas! En un modelo de Dominio podes omitir realizar un Builder, te quedas con el Calculsdor y con eso va bien. Como vos decís, no vas a crear más calculadores. En todo caso lo que le varía al Calculador son los servicios que requiere para realizar el cálculo del valor de póliza. 

La segunda opcion que mostrás es más extensible porque de esa forma no necesitas crear un método por cálculo, tenés un solo método que llama a todos. Lo que sí necesitas son los Adapters, dependiendo del espacio / tiempo del que dispongas en el examen con que modeles uno y aclares que todas las clases que implementan la interfaz servicio van a componerse de ... podría andar bien. Lo que sí, deberías revisar que calcular no recibe nada, y necesitas ciertos datos del Vehiculo! 🤗","2"
"Gonzalo, lo podés dejar público así es más simple! Cuando tengan ayudante asignado si se lo podés compartir directo!","2"
"Hola Gonza y Juanma, en realidad los procesamientos son más asincronicos de lo que realmente parece. Por ejemplo: el procesamiento de un pago con el envío de la factura en forma diferida. Hay cuestiones que, por naturaleza, tienen que ser sincronicas / dar una respuesta en el momento. Por ejemplo, ver si se puede o no realizar un cobro / cotización actual de una moneda. 

El caso del final de Qatar es muy particular porque preguntarle a una API ""¿X es alumno de alguna universidad?"" requiere un procesamiento muy complejo y que podría generar un timeout.","2"
"Si les falta alguno en el team avisen 🙂","2"
"aaa okay","2"
